idcredito,target,duracao,valor,cd_tempo_parcelamento,tempo_parcelamento,cd_residencia_desde,residencia_desde,idade,cd_emprestimo_existente,emprestimo_existente,dependentes,socio_empresa,cd_estrangeiro,estrangeiro,historico_credito,proposito,cd_investimentos,faixa_investimento,cd_emprego,faixa_tempo_emprego,estado_civil,possui_fiador,habitacao,outros_financiamentos,qualificacao_profissional
379,0,36,14318,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,57,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,2,>=7,Viuvo,nao,de graca,nenhum,altamente qualificado/empresario
380,1,6,362,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,52,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,veiculo novo,5,100<=X<500,3,1<=X<4,Solteiro,nao,proria,nenhum,nao qualificado
381,1,20,2212,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,39,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,1,Desconhecido,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
382,0,18,12976,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,38,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo usado,2,<100,5,Desempregado,Solteiro,nao,de graca,nenhum,altamente qualificado/empresario
383,1,22,1283,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,25,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,4,4<=X<7,Solteiro,nao,alugada,nenhum,qualificado
384,1,12,1330,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,26,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,1,<1,Viuvo,nao,proria,nenhum,qualificado
385,1,30,4272,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,26,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,abrir negocio,5,100<=X<500,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
386,1,18,2238,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,25,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
387,1,18,1126,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,21,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,1,Desconhecido,1,<1,Solteiro,nao,alugada,nenhum,qualificado
388,1,18,7374,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,40,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,moveis,2,<100,5,Desempregado,Viuvo,nao,proria,loja,altamente qualificado/empresario
389,1,15,2326,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,27,1,Nenhum,1,0,0,Não,Critico-outros creditos,abrir negocio,3,500<=X<1000,3,1<=X<4,Viuvo,nao,proria,banco,qualificado
390,1,9,1449,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,27,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,abrir negocio,2,<100,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
391,1,18,1820,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,30,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Divorciado,nao,proria,nenhum,altamente qualificado/empresario
392,1,12,983,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,19,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,4,>=1000,1,<1,Solteiro,nao,alugada,nenhum,nao qualificado
393,1,36,3249,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,39,1,Nenhum,2,1,0,Não,existentes/pagos,veiculo novo,2,<100,4,4<=X<7,Viuvo,nao,de graca,banco,altamente qualificado/empresario
394,1,6,1957,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,31,1,Nenhum,1,0,0,Não,Critico-outros creditos,reforma,2,<100,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
397,1,12,2578,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,55,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,5,Desempregado,Solteiro,nao,de graca,nenhum,altamente qualificado/empresario
398,1,36,2348,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,46,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,moveis,2,<100,3,1<=X<4,Divorciado,nao,proria,nenhum,qualificado
399,0,12,1223,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,46,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,veiculo novo,2,<100,2,>=7,Casado,nao,alugada,nenhum,qualificado
400,1,24,1516,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,43,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,4,>=1000,3,1<=X<4,Solteiro,nao,proria,nenhum,nao qualificado
401,1,18,1473,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,39,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,1,<1,Divorciado,nao,proria,nenhum,qualificado
402,1,18,1887,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,28,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,abrir negocio,1,Desconhecido,3,1<=X<4,Divorciado,nao,proria,banco,qualificado
403,0,24,8648,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,27,2,Baixo (1-2 empréstimos),1,1,0,Não,Atrasos anteriores,abrir negocio,2,<100,1,<1,Viuvo,nao,proria,banco,qualificado
404,1,14,802,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,27,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
405,1,18,2899,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,43,1,Nenhum,2,0,0,Não,Atrasos anteriores,veiculo novo,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
406,0,24,2039,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,22,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,1,<1,Divorciado,nao,proria,nenhum,qualificado
407,1,24,2197,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,43,2,Baixo (1-2 empréstimos),2,1,0,Não,Critico-outros creditos,veiculo usado,1,Desconhecido,4,4<=X<7,Viuvo,nao,proria,nenhum,qualificado
408,1,15,1053,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,27,1,Nenhum,1,0,1,Sim,existentes/pagos,reforma,2,<100,1,<1,Divorciado,nao,proria,nenhum,qualificado
409,1,24,3235,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,26,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,3,500<=X<1000,2,>=7,Casado,nao,proria,nenhum,altamente qualificado/empresario
410,0,12,939,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,28,3,Médio (3-4 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo novo,3,500<=X<1000,4,4<=X<7,Divorciado,nao,proria,nenhum,qualificado
411,1,24,1967,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,20,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,2,>=7,Solteiro,nao,proria,nenhum,qualificado
413,0,12,2292,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,42,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,abrir negocio,2,<100,5,Desempregado,Viuvo,nao,proria,loja,altamente qualificado/empresario
414,1,10,1597,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,40,1,Nenhum,2,0,1,Sim,existentes/pagos,veiculo novo,3,500<=X<1000,3,1<=X<4,Viuvo,nao,alugada,nenhum,nao qualificado
415,0,24,1381,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,35,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
416,1,36,5842,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,35,2,Baixo (1-2 empréstimos),2,1,0,Não,Critico-outros creditos,veiculo usado,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
417,0,12,2579,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,33,1,Nenhum,2,0,0,Não,existentes/pagos,veiculo novo,2,<100,1,<1,Viuvo,nao,proria,nenhum,nao qualificado
418,1,18,8471,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,23,2,Baixo (1-2 empréstimos),1,1,0,Não,Atrasos anteriores,educacao,1,Desconhecido,3,1<=X<4,Solteiro,nao,alugada,nenhum,qualificado
419,1,21,2782,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,31,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,3,500<=X<1000,4,4<=X<7,Solteiro,nao,proria,banco,altamente qualificado/empresario
420,0,18,1042,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,33,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,1,Desconhecido,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
395,1,9,2406,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,31,1,Nenhum,1,0,0,Não,,moveis,2,<100,5,Desempregado,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
412,1,33,7253,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,35,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo usado,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,
421,1,15,3186,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,20,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,4,>=1000,4,4<=X<7,Solteiro,nao,alugada,nenhum,qualificado
422,1,12,2028,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,30,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo usado,1,Desconhecido,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
423,1,12,958,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,47,2,Baixo (1-2 empréstimos),2,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,nao qualificado
424,1,21,1591,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,34,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,moveis,5,100<=X<500,4,4<=X<7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
425,0,12,2762,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,25,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,1,Desconhecido,2,>=7,Solteiro,nao,proria,banco,qualificado
426,1,18,2779,1,1-Parcelamento em até 3 meses,3,3-Residência com familiares,21,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo usado,2,<100,3,1<=X<4,Divorciado,nao,alugada,nenhum,qualificado
427,1,28,2743,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,29,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
428,1,18,1149,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,46,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma,4,>=1000,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
429,1,9,1313,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,20,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
430,0,18,1190,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,55,3,Médio (3-4 empréstimos),2,0,0,Não,Critico-outros creditos,reforma casa,2,<100,5,Desempregado,Solteiro,nao,de graca,nenhum,desempregado
431,1,5,3448,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,74,1,Nenhum,1,0,0,Não,existentes/pagos,abrir negocio,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,nao qualificado
432,0,24,11328,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,29,2,Baixo (1-2 empréstimos),1,1,0,Não,existentes/pagos,outros,2,<100,3,1<=X<4,Viuvo,co requerente,proria,banco,altamente qualificado/empresario
433,1,6,1872,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,36,3,Médio (3-4 empréstimos),1,1,0,Não,Critico-outros creditos,moveis,2,<100,5,Desempregado,Viuvo,nao,de graca,nenhum,altamente qualificado/empresario
434,1,24,2058,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,33,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,reforma casa,2,<100,3,1<=X<4,Casado,nao,proria,nenhum,qualificado
435,1,9,2136,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,25,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
436,0,12,1484,2,2-Parcelamento de 4 a 6 meses,1,1-Residência fixa,25,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,1,Desconhecido,3,1<=X<4,Divorciado,nao,proria,nenhum,qualificado
437,1,6,660,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,23,1,Nenhum,1,0,0,Não,existentes/pagos,reforma casa,3,500<=X<1000,4,4<=X<7,Divorciado,nao,alugada,nenhum,nao qualificado
438,1,24,1287,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,37,2,Baixo (1-2 empréstimos),1,1,0,Não,Critico-outros creditos,veiculo novo,4,>=1000,2,>=7,Solteiro,nao,proria,nenhum,qualificado
439,1,42,3394,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,65,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,reforma casa,2,<100,5,Desempregado,Viuvo,co requerente,proria,nenhum,desempregado
440,0,12,609,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,26,1,Nenhum,1,0,0,Não,todos pagos,abrir negocio,2,<100,1,<1,Solteiro,nao,proria,nenhum,desempregado
441,1,12,1884,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,39,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,2,>=7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
442,1,12,1620,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,30,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Solteiro,co requerente,proria,nenhum,qualificado
443,1,20,2629,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,29,2,Baixo (1-2 empréstimos),1,1,0,Não,Atrasos anteriores,outros,2,<100,3,1<=X<4,Viuvo,nao,proria,banco,qualificado
444,0,12,719,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,41,1,Nenhum,2,0,0,Não,existentes/pagos,educacao,2,<100,2,>=7,Viuvo,nao,proria,banco,nao qualificado
445,0,48,5096,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,30,1,Nenhum,1,1,0,Não,Critico-outros creditos,moveis,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,altamente qualificado/empresario
446,1,9,1244,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,41,2,Baixo (1-2 empréstimos),1,0,0,Não,Critico-outros creditos,educacao,1,Desconhecido,2,>=7,Solteiro,nao,alugada,nenhum,nao qualificado
447,0,36,1842,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,34,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,1,<1,Solteiro,nao,proria,nenhum,qualificado
448,1,7,2576,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,35,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Viuvo,sim,proria,nenhum,qualificado
449,1,12,1424,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,55,1,Nenhum,1,1,0,Não,existentes/pagos,moveis,1,Desconhecido,2,>=7,Solteiro,nao,proria,nenhum,altamente qualificado/empresario
450,0,15,1512,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,61,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,reforma casa,4,>=1000,3,1<=X<4,Divorciado,nao,proria,loja,qualificado
451,1,36,11054,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,30,1,Nenhum,1,1,0,Não,Critico-outros creditos,veiculo usado,1,Desconhecido,3,1<=X<4,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
452,1,6,518,3,3-Parcelamento de 7 a 12 meses,1,1-Residência fixa,29,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
453,1,12,2759,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,34,2,Baixo (1-2 empréstimos),1,0,0,Não,sem creditos/todos pagos,moveis,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
454,1,24,2670,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,35,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo usado,2,<100,2,>=7,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
455,0,24,4817,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,31,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,4,4<=X<7,Viuvo,co requerente,proria,nenhum,qualificado
456,1,24,2679,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,29,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo usado,2,<100,1,<1,Solteiro,nao,proria,nenhum,altamente qualificado/empresario
457,1,11,3905,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,36,2,Baixo (1-2 empréstimos),2,0,0,Não,Critico-outros creditos,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,alugada,nenhum,qualificado
458,0,12,3386,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,35,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo usado,2,<100,2,>=7,Viuvo,nao,de graca,nenhum,qualificado
459,1,6,343,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,27,1,Nenhum,1,0,0,Não,existentes/pagos,quitar divida,2,<100,1,<1,Solteiro,nao,proria,nenhum,qualificado
460,1,18,4594,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,32,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,1,<1,Viuvo,nao,proria,nenhum,qualificado
461,1,36,3620,1,1-Parcelamento em até 3 meses,2,2-Residência temporária,37,1,Nenhum,2,0,0,Não,existentes/pagos,moveis,2,<100,3,1<=X<4,Viuvo,sim,proria,nenhum,qualificado
462,1,15,1721,2,2-Parcelamento de 4 a 6 meses,3,3-Residência com familiares,36,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,1,<1,Viuvo,nao,proria,nenhum,qualificado
463,1,12,3017,3,3-Parcelamento de 7 a 12 meses,1,1-Residência fixa,34,1,Nenhum,1,0,0,Não,existentes/pagos,moveis,2,<100,1,<1,Solteiro,nao,alugada,nenhum,altamente qualificado/empresario
464,1,12,754,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,38,2,Baixo (1-2 empréstimos),1,0,0,Não,existentes/pagos,qualificacao,1,Desconhecido,2,>=7,Viuvo,nao,proria,nenhum,qualificado
465,1,18,1950,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,34,2,Baixo (1-2 empréstimos),1,1,0,Não,existentes/pagos,abrir negocio,2,<100,4,4<=X<7,Viuvo,nao,proria,loja,qualificado
466,1,24,2924,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,63,1,Nenhum,2,1,0,Não,existentes/pagos,veiculo usado,2,<100,3,1<=X<4,Viuvo,sim,proria,banco,qualificado
467,0,24,1659,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,29,1,Nenhum,1,1,0,Não,Atrasos anteriores,reforma,2,<100,1,<1,Solteiro,nao,alugada,nenhum,nao qualificado
468,1,48,7238,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,32,2,Baixo (1-2 empréstimos),2,0,0,Não,Atrasos anteriores,reforma,1,Desconhecido,2,>=7,Viuvo,nao,proria,banco,qualificado
469,1,33,2764,2,2-Parcelamento de 4 a 6 meses,2,2-Residência temporária,26,2,Baixo (1-2 empréstimos),1,1,0,Não,Atrasos anteriores,abrir negocio,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,qualificado
470,1,24,4679,3,3-Parcelamento de 7 a 12 meses,3,3-Residência com familiares,35,2,Baixo (1-2 empréstimos),1,1,0,Não,Atrasos anteriores,veiculo usado,2,<100,4,4<=X<7,Viuvo,nao,proria,nenhum,nao qualificado
471,0,24,3092,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,22,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,5,100<=X<500,1,<1,Divorciado,nao,alugada,nenhum,qualificado
472,0,6,448,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,23,1,Nenhum,1,0,0,Não,existentes/pagos,educacao,2,<100,1,<1,Solteiro,nao,proria,nenhum,qualificado
473,0,9,654,4,4-Parcelamento acima de 12 meses,3,3-Residência com familiares,28,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,nao qualificado
475,0,18,1245,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,33,1,Nenhum,1,0,0,Não,Critico-outros creditos,reforma,2,<100,3,1<=X<4,Divorciado,nao,proria,nenhum,qualificado
476,0,18,3114,1,1-Parcelamento em até 3 meses,4,4-Residência em instituições,26,1,Nenhum,1,0,0,Não,sem creditos/todos pagos,moveis,2,<100,1,<1,Solteiro,nao,alugada,nenhum,qualificado
477,1,39,2569,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,24,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo usado,3,500<=X<1000,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
478,1,24,5152,4,4-Parcelamento acima de 12 meses,2,2-Residência temporária,25,1,Nenhum,1,0,0,Não,existentes/pagos,reforma,2,<100,4,4<=X<7,Viuvo,nao,proria,banco,qualificado
479,1,12,1037,3,3-Parcelamento de 7 a 12 meses,4,4-Residência em instituições,39,1,Nenhum,1,0,0,Não,existentes/pagos,abrir negocio,5,100<=X<500,4,4<=X<7,Viuvo,nao,proria,nenhum,nao qualificado
480,1,15,1478,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,44,2,Baixo (1-2 empréstimos),2,1,0,Não,Critico-outros creditos,moveis,2,<100,2,>=7,Viuvo,nao,proria,nenhum,qualificado
481,1,12,3573,1,1-Parcelamento em até 3 meses,1,1-Residência fixa,23,1,Nenhum,1,0,0,Não,Critico-outros creditos,reforma,2,<100,3,1<=X<4,Solteiro,nao,proria,nenhum,nao qualificado
482,1,24,1201,4,4-Parcelamento acima de 12 meses,1,1-Residência fixa,26,1,Nenhum,1,0,0,Não,existentes/pagos,veiculo novo,2,<100,1,<1,Viuvo,nao,proria,nenhum,qualificado
483,1,30,3622,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,57,2,Baixo (1-2 empréstimos),1,1,0,Não,existentes/pagos,moveis,4,>=1000,2,>=7,Solteiro,nao,alugada,nenhum,qualificado
484,1,15,960,3,3-Parcelamento de 7 a 12 meses,2,2-Residência temporária,30,2,Baixo (1-2 empréstimos),1,0,0,Não,Atrasos anteriores,moveis,4,>=1000,4,4<=X<7,Solteiro,nao,proria,nenhum,qualificado
485,1,12,1163,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,44,1,Nenhum,1,1,0,Não,Critico-outros creditos,veiculo novo,3,500<=X<1000,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
486,0,6,1209,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,47,1,Nenhum,1,1,0,Não,Atrasos anteriores,veiculo novo,2,<100,5,Desempregado,Viuvo,nao,proria,nenhum,altamente qualificado/empresario
487,1,12,3077,2,2-Parcelamento de 4 a 6 meses,4,4-Residência em instituições,52,1,Nenhum,1,1,0,Não,existentes/pagos,reforma,2,<100,3,1<=X<4,Viuvo,nao,proria,nenhum,qualificado
488,1,24,3757,4,4-Parcelamento acima de 12 meses,4,4-Residência em instituições,62,1,Nenhum,1,1,0,Não,existentes/pagos,veiculo novo,2,<100,2,>=7,Solteiro,co requerente,de graca,nenhum,qualificado
